serial no,Registration Number,Date of Grant,Name Factory Address,IS NO,Product,Status,Valid Upto,Models deleted from scope,Brand,View Models
2178,R-41087785,01-May-2018,"ZHEJIANGDAHUAZHILIANCO.,LTD.NO.28,DONGQIAOROAD,DONGZHOUSTREET,FUYANGDISTRICT,HANGZHOU,P.R.CHINA.,HANGZHOU,China310000",IS13252(Part1):2010/IEC60950-1:2005,CCTVCamera,Operative,30-Apr-2025,-,DAHUATECHNOLOGY,"DH-IPC-HDBW1431EP,IPC-HDBW1431EP,DH-IPC-HDBW1431EP-S-0360B,DH-IPC-HDBW1230EP-S-0360B,DH-IPC-HDBW1431EP-S,DH-IPC-HDBW1230EP-S,IPC-HDBW1431EP-S,IPC-HDBW1230EP-S,DH-HAC-HDW1400EMP-A,HAC-HDW1400EMP-A,DH-HAC-HDW2401EMP,HAC-HDW2401EMP,DH-HAC-HFW1020SLP,HAC-HFW1020SLP,DH-IPC-HDW1220SP,DH-IPC-HDW1320SP,DH-IPC-HDW1220S-S2,DH-IPC-HDW1320S-S2,IPC-HDW1220SP,IPC-HDW1320SP,DH-SD49225T-HN,SD49225T-HN,DH-IPC-HDBW1220EP,IPC-HDBW1220EP,IPC-HDBW1320EP,DH-IPC-HDBW1320EP,DH-IPC-HDBW1220E-S2,DH-IPC-HDBW1320E-S2,IPC-HDBW1220E-S2,IPC-HDBW1320E-S2,DH-IPC-HFW1220SP,IPC-HFW1220SP,IPC-HFW1320SP,DH-IPC-HFW1320SP,DH-IPC-HFW1220S-S2,DH-IPC-HFW1320S-S2,IPC-HFW1220S-S2,IPC-HFW1320-S2,DH-IPC-HFW1431SP,DH-IPC-HFW1230SP,DH-IPC-HFW1230SP-0360B,DH-IPC-HFW1431SP-0360B,IPC-HFW1431SP,IPC-HFW1230SP,DH-IPC-HDW1431SP,DH-IPC-HDW1230SP,DH-IPC-HDW1230SP-0360B,DH-IPC-HDW1431SP-0360B,IPC-HDW1431SP,IPC-HDW1230SP,DH-IPC-HFW2431RP-ZS-IRE6,IPC-HFW2431RP-ZS-IRE6(followingmodelsincludedon09May2018)SD49412T-HN,HAC-HFW2401SP,HAC-HFW2231SP,HAC-HFW1400SP,HAC-HFW1400RP,HAC-HFW1220SP,HAC-HFW1220RP-VF-IRE6,HAC-HFW1220RP,HAC-HFW1120RP-VF-IRE6,HAC-HFW1020RP,HAC-HDW2231MP,HAC-HDW1400SP,HAC-HDW1400RP,HAC-HDW1220RP,HAC-HDW1220MP,HAC-HDW1020SP,HAC-HDW1020RP,DH-SD49412T-HN,DH-HAC-HFW2401SP,DH-HAC-HFW2231SP,DH-HAC-HFW1400SP,DH-HAC-HFW1400RP,DH-HAC-HFW1220SP,DH-HAC-HFW1220RP-VF-IRE6,DH-HAC-HFW1220RP,DH-HAC-HFW1120RP-VF-IRE6,DH-HAC-HFW1020RP,DH-HAC-HDW2231MP,DH-HAC-HDW1400SP,DH-HAC-HDW1400RP,DH-HAC-HDW1220RP,DH-HAC-HDW1220MP,DH-HAC-HDW1020SP,DH-HAC-HDW1020RP(followingmodelsincludedon11May2018)MHAC-HDW1020RP,HAC-HFW2401DP,HAC-HFW1400RP-VF-IRE6,HAC-HFW1400DP,HAC-HFW1220RP-VF-IRE6,HAC-HFW1220RP-VF,HAC-HFW1100RP-VF-IRE6,HAC-HFW1100RP-VF,HAC-HFW1020RP,HAC-HDW2401SP,HAC-HDW2401MP,HAC-HDW1400RP-VF,HAC-HDW1220RP-VF,HAC-HDW1100RP-VF,HAC-HDW1020SP,HAC-HDW1020MP,HAC-HDBW1220RP-VF,HAC-HDBW1100RP-VF,HAC-EP2401P,HAC-EP2401,DH-SD29204T-GN,DH-HAC-HFW2401DP,DH-HAC-HFW1400RP-VF-IRE6,DH-HAC-HFW1400DP,DH-HAC-HFW1220RP-VF-IRE6,DH-HAC-HFW1220RP-VF,DH-HAC-HFW1100RP-VF-IRE6,DH-HAC-HFW1100RP-VF,DH-HAC-HFW1020RP,DH-HAC-HDW2401SP,DH-HAC-HDW2401MP,DH-HAC-HDW1400RP-VF,DH-HAC-HDW1220RP-VF,DH-HAC-HDW1100RP-VF,DH-HAC-HDW1020SP,DH-HAC-HDW1020RP,DH-HAC-HDW1020MP,DH-HAC-HDBW1220RP-VF,DH-HAC-HDBW1100RP-VF,DH-HAC-EP2401P,DH-HAC-EP2401(followingmodelsincludedon14May2018)DH-HAC-HFW2401BP,DH-HAC-HFW1100DP,DH-HAC-HDW1100EMP-A,DH-HAC-HDBW1400EP,DH-HAC-HFW2231EP,DH-HAC-HFW1120SP,DH-HAC-HFW1120RP,DH-HAC-HDW2401RP-Z,DH-HAC-HDW1120SP,DH-HAC-HDW1120RP,DH-HAC-HFW2401SP,DH-HAC-HFW2401EP,DH-HAC-HFW2231RP-Z-IRE6,DH-HAC-HFW2231DP,DH-HAC-HFW2231BP,DH-HAC-HFW1400RP,DH-HAC-HDW2231SP,DH-HAC-HDW2231RP-Z,DH-HAC-HDW2231EMP,DH-HAC-HDW1400RP,DH-HAC-HDBW2401EP,DH-HAC-HDBW2231RP-Z,DH-HAC-HFW2401DP,DH-HAC-HFW1400DP,DH-HAC-HFW1400BP,DH-HAC-HFW1220DP,DH-HAC-HFW1220BP,DH-HAC-HFW1100BP,DH-HAC-HDW1220EMP-A,DH-HAC-HDBW2231FP,DH-HAC-HDBW2231EP,DH-HAC-HDBW1400RP-VF,DH-IPC-HFW5231EP-ZE,DH-IPC-HDW4631EMP-ASE(followingmodelsincludedon14May2018)DH-IPC-HFW5231EP-ZE,DH-IPC-HDW4631EMP-ASE,DH-IPC-HDBW5631EP-Z5E,DH-IPC-HFW4231EP-SE,DH-IPC-HF5231EP-E,DH-IPC-HFW5431EP-ZE,DH-IPC-HFW4831EP-SE,DH-IPC-HF5431EP-E,DH-IPC-HDW4831EMN-ASE,DH-IPC-HDBW5831EP-Z5E,DH-IPC-HFW5831EP-ZE,DH-IPC-HFW5831EP-Z5E,DH-IPC-HFW5631EP-ZE,DH-IPC-HFW5631EP-Z5E,DH-IPC-HFW5431EP-Z5E,DH-IPC-HFW5231EP-Z5E,DH-IPC-HFW5231EP-Z12E,DH-IPC-HFW4631EP-SE,DH-IPC-HFW4431EP-SE,DH-IPC-HDW4831EMP-ASE,DH-IPC-HDW4431EMP-ASE,DH-IPC-HDW4231EMP-ASE,DH-IPC-HDBW5831EP-ZE,DH-IPC-HDBW5631EP-ZE,DH-IPC-HDBW5431EP-ZE,DH-IPC-HDBW5431EP-Z5E,DH-IPC-HDBW5231EP-ZE,DH-IPC-HDBW5231EP-Z5E(followingmodelsincludedon18May2018)H-SD6AE830V-HNI,DH-SD6AE530U-HNI,DH-SD6AE230F-HNI(followingmodelsincludedon25May2018)DH-IPC-HDBW2231RP-VFAS,DH-IPC-HDBW2231RP-ZAS,DH-IPC-HDBW2431RPZAS,DH-IPC-HDBW2431RP-ZS,DH-IPC-HDBW4231EP-ASE,DH-IPC-HDBW4431EPASE,DH-IPC-HDBW4631EP-ASE,DH-IPC-HDBW4831EP-ASE,DH-SD6AL230F-HNI,DHSD6AL230F-HNI-IR,DH-SD59131U-HNI,DH-SD6C131U-HNI,DH-SD6C225U-HNI,DHSD6CE131U-HNI,DH-SD6CE225U-HNI,DH-SD59430U-HNI,DH-SD6CE230U-HNI,DHSD6CE230UN-HNI,DH-SD59230U-HNI,DH-SD22204T-GN,DH-SD6AL245U-HNI,DHSD6AL245U-HNI-IR,DH-SD6AL245UN-HNI-IR,DH-SD6C230U-HNI(followingmodelsincludedon03Aug2018)DH-SD6C430U-HNI(followingmodelsincludedon06Aug2018)DH-IPC-HFW2231RP-BVFAS-IRE6,DH-IPC-HFW2231RP-VFAS-IRE6,DH-IPCHFW2231RP-ZAS-IRE6,DH-IPC-HFW2231RP-ZS-IRE6,DH-IPC-HFW2431RP-VFASIRE6,DH-IPC-HFW2431RP-ZAS-IRE6,DH-HAC-HFW1200RP-VF,DH-HAC-HFW1220RPBVF,DH-HAC-HDW2401EMP-A,DH-IPC-HDBW1231EP-S,DH-IPC-HDBW1531EP-S,DHHAC-HFW1200SP,DH-IPC-HDBW1320EP-S,DH-IPC-HFW1231SP-B,DH-SD59225UHNI,DH-HAC-HDBW1200EP,DH-HAC-HDBW1220EP,DH-HAC-HDBW2231EP-B(followingmodelsincludedon09Aug2018)DH-HAC-HDBW1200RP-VF,DH-HAC-HDBW1220RP-BVF,DH-HAC-HDBW1221RPVF,DH-HAC-HDBW2231RP-BVF,DH-HAC-HFW1221DP,NewSeriesModels:DH-HACHFW1200DP,DH-HAC-HDW1200SP,DH-HAC-HDW1220SP,DH-HAC-HDW1221SP,DHHAC-HDW2231MP-B,DH-HAC-HFW1200RP,DH-HAC-HFW1221RP,DH-HACHDW1200RP,DH-HAC-HDW1221RP,DH-HAC-HFW1200BP,DH-HAC-HFW1221BP,DHHAC-HFW1221SP,DH-HAC-HFW2231SP-B(followingmodelsincludedon16Aug2018)DH-HAC-HFW1100RP-VF-IRE6,DH-HAC-HFW1200RP-VF-IRE6,DH-HAC-HFW1221RPVF-IRE6,DH-HAC-HFW2231RP-BVF-IRE6(followingmodelsincludedon04Sep2018)DH-IPC-HFW3231MN-AS-I2,DH-IPC-HFW3231MP-AS-I2,DH-IPC-HDBW3231RP-AS(followingmodelsincludedon14Sep2018)DHI-MPTZ1100-2030RA,DHI-MPTZ1100-2030RA-NC,DHI-MPTZ1100-2030RA-NT,DHIPC-MBW4231P-AS,DH-IPC-MBW4231P-M12,DH-TPC-SD8420,DH-TPC-BF2120(followingmodelsincludedon17Sep2018)IPC-G26P,IPC-G26P-LECHANGE,DB11,DB11-LECHANGE,IPC-A26GP,IPC-A26GPLECHANGE,IPC-C26EP,IPC-C26EP-LECHANGE,IPC-A12P,IPC-A12P-LECHANGE,IPC-A22P,IPC-A22P-LECHANGE,IPC-C12P,IPC-C12P-LECHANGE,IPC-C22P,IPCC22P-LECHANGE(followingmodelsincludedon18Sep2018)DH-IPC-A15P,DH-IPC-A35P,DH-IPC-HDBW2531RP-VFAS,DH-IPC-HDBW2531RPVFS,DH-IPC-HDBW2531RP-ZAS,DH-IPC-HDBW2531RP-ZS,DH-IPC-HDBW2831RPZAS,DH-IPC-HDBW2831RP-ZS,DH-IPC-HDW12B0SP,DH-IPC-HDW12B0SP-L,DHIPC-HDW14B0SP,DH-IPC-HDW1231SP,DH-IPC-HDW1531SP,DH-IPC-HDW1831SP,DH-IPC-HFW1231SP,DH-IPC-HFW1531SP,DH-IPC-HFW1831SP(followingmodelsincludedon20Sep2018)DH-IPC-HDBW2231RP-ZS,DH-HAC-HDW1231SP,DH-HAC-HDW1501SP,DHSD22404T-GN,DH-IPC-HFW2320RP-ZS-IRE6-S2,DH-HAC-HDW1200EMP-A,DH-HACHDW1231EMP-A,DH-HAC-HDW1501EMP-A,DH-HAC-HFW1231SP,DH-HACHFW1501SP,DH-HAC-HFW1200RP-Z-IRE6,DH-HAC-HFW1231RP-Z-IRE6,DH-HACHFW1501RP-Z-IRE6-A,SD6CE245U-HNI,DH-HAC-HDBW2320RP-ZS(followingmodelsincludedon05Oct2018)DH-IPC-HDW4231MP,DH-IPC-HDW4431MP,DH-SD6CE245U-HNI(followingmodelsincludedon17Oct2018)DH-IPC-HDBW12B0EP,DH-IPC-HDBW12B0EP-L,DH-IPC-HDBW14B0EP,DH-IPCHFW12B0SP,DH-IPC-HFW12B0SP-L,DH-IPC-HFW14B0SP(followingmodelsincludedon18Oct2018)DH-TPC-BF5400,DH-TPC-BF5400P-B7,DHI-ITC231-IR,DHI-ITC231-RU1A-IRLVF0316,DHI-ITC231-RU1A-IRL-VF1042,DH-IPC-HF3241FP,DH-IPC-HF3241FP-FD,DHIPC-HFW81230EP-Z,DH-IPC-HFW81230EP-ZE,DH-IPC-HFW81230E-Z-IRA,DH-IPCHFW8231EP-Z5E,DH-IPC-HFW8231EP-ZE,DH-IPC-HFW8232EP-ZE,DH-IPCHFW8331EP-Z5E,DH-IPC-HFW8331EP-ZE,DH-IPC-HFW8630EP-ZE(followingmodelsincludedon18Oct2018)DH-IPC-HDW3231CP-A,DH-IPC-HDBW3241EP-Z,DH-IPC-HDBW3241EP-Z5,DH-IPCHDBW3241EP-Z5FD,DH-IPC-HDBW3241EP-ZFD(followingmodelsincludedon23Oct2018)DH-IPC-EB5531P,DH-IPC-EB5531P-AS(followingmodelsincludedon26Oct2018)DH-IPC-HFW2231TP-VFAS,DH-IPC-HFW2231TP-VFS,DH-IPC-HFW2231TP-ZAS,DHIPC-HFW2231TP-ZS,DH-IPC-HFW2431TP-VFAS,DH-IPC-HFW2431TP-VFS,DH-IPCHFW2431TP-ZAS,DH-IPC-HFW2431TP-ZS,DH-IPC-HFW2531TP-ZAS,DH-IPCHFW2531TP-ZS,DH-IPC-K15P,DH-IPC-K35P,DH-IPC-HDW1231SP,DH-IPCHDW1531SP,DH-IPC-HDW1831SP,DHI-IPC-HDBW4231FP-M,DHI-IPCHDBW4231FP-M12,DHI-IPC-HDBW4431FP-M12,DH-IPC-HDBW3231FP-M,DH-IPCHDBW3231FP-M12,DH-IPC-HDBW4231FP-AS,DH-IPC-HDBW4431FP-AS,DH-IPCHDBW4431FP-M(followingmodelsincludedon05Nov2018)DHI-MPTZ1100-2030URA-NT,DHI-MPTZ3300-2030URA-NT,DH-IPC-D2B20P-L-ZS,DHIPC-D2B20P-ZS,DH-IPC-D2B40P-ZS,IPC-D2B40P-ZS,DH-IPC-HFW2831TP-VFAS,DHIPC-HFW2831TP-ZAS,DH-IPC-HFW2831TP-ZS,DH-IPC-HDBW1831RP-S,DH-IPCHDBW2831RP-ZAS,DH-IPC-HDBW2831RP-ZS,DH-HAC-HDW1200TP-Z-A,DH-HACHDW1220TP-Z-A,DH-HAC-HDW1231TP-Z,DH-HAC-HDW1231TP-Z-A,DH-HACHDW1501TP-Z-A,DH-TPC-PT8420C,DH-TPC-PT8620C,DH-IPC-HFW3241EP-Z,DH-IPCHFW3241EP-Z5,DH-IPC-HFW3241EP-Z5FD,DH-IPC-HFW3241EP-ZFD,DH-IPCB2B20P-L-ZS,DH-IPC-B2B20P-ZS,DH-IPC-B2B40P-ZS,IPC-B2B40P-ZS(followingmodelsincludedon06Nov2018)DH-HAC-B2A21P,DH-HAC-B2A51P,DH-HAC-T2A21P,DH-HAC-T2A51P,DH-IPCB1B20P,DH-IPC-B1B20P-L,DH-IPC-B1B40P,IPC-B1B40P,DH-HAC-HUM3101BP,DHHAC-HUM3201BP,DH-IPC-T1B20P,DH-IPC-T1B20P-L,DH-IPC-T1B40P,IPCT1B40P,DH-HAC-HDW1231SLP,DH-HAC-HDW1501SLP,DH-HAC-HFW1231SLP,DHHAC-HFW1501SLP(followingmodelsincludedon31Dec2018)DH-IPC-HF8232FP-E,DH-IPC-HF8331FP-E,DH-IPC-HF8630FP-E,DH-IPCHFW12B0MP-I1,DH-IPC-HFW12B0MP-I2,DH-HAC-HDW1200TP-Z,DH-HACHDW1220TP-Z,DH-HAC-HDW1501TP-Z(followingmodelsincludedon10Jan2019)DH-IPC-D2B20P,DH-IPC-D2B20P-L,DH-IPC-D2B40P(followingmodelsincludedon16Apr2019)DH-IPC-HDW4231EMP-AS-S4,DH-IPC-HDW4431EMP-AS-S4,DH-IPC-HDBW4231EPZ-S4,DH-IPC-HDBW4431EP-Z-S4,DH-IPC-HDBW4231EP-AS-S4,DH-IPCHDBW4231EP-S-S4,DH-IPC-HDBW4431EP-AS-S4,DH-IPC-HDBW4431EP-S-(followingmodelsincludedon06Dec2019)A16-018N1AS4,DHIPC-HFW4231EP-S-S4,DH-IPC-HFW4431EP-S-S4,DH-IPC-HFW4231TP-S-S4,DH-IPCHFW4431TP-S-S4,DH-SD52C225U-HNI(followingmodelsincludedon22Apr2019)"
2179,R-41130710,05-Jul-2019,"FuyangBranchOfZhejiangDahuaSystemEngineeringCo.LtdA.AREA,1STFLOOROFEBUILDINGANDDBUILDINGNO.28DONGQIAOROAD,DONGZHOUSTREET,FUYANGDISTRICT,HANGZHOU,ZHEJIANG,P.R.CHINA-310000",IS13252(Part1):2010/IEC60950-1:2005,CCTVCamera,Operative,04-Jul-2021,-,DAHUATechnology,"DH-EPC230U(followingmodelsincludedon18July2019)DH-EPC230U-PTZ,DH-EPC230U-PTZ-IR"
2180,R-41152730,18-Feb-2020,"TiandyTechnologiesCo.,Ltd.HUAYUANINDUSTRIALPARK(OUTSIDERING)NO.8RD2HAITAIHUAKE,TAINJIN,China-300384",IS13252(Part1):2010/IEC60950-1:2005,CCTVCamera,Operative,17-Feb-2022,-,Tiandy,"TC-C32GN,TC-C32GP,TC-C32HN,TC-C32HP,TC-C32JS,TC-C32KS,TC-C32TN,TC-C34GN,TC-C34HN,TC-C35JS(followingmodelsincludedon06Mar2020)TC-C32KN,TC-C32MN,TC-C32MS,TC-C34HS,TC-C35HS,TC-C35KS,TC-C35MS,TC-C35SS,TCC38HS,TC-C38KS,TC-A3563,TC-H3169M,TC-H323Q,TC-H324S,TC-H326S,TC-H356Q,TCH356S,TC-H389M,TC-NCL514S,TC-NH6220IE-CP,TC-A32E2,TC-A32F2,TC-C32MG,TC-C35MP,TC-C35MQ,TC-C35SP,TC-C38LS,TC-C38MS,TC-NC1261,TC-NCL522S,TC-C32BG,TC-C32JN,TC-C32LG,TC-C32TS,TC-C34GS,TC-C35BQ,TC-C35LP,TC-C35LQ,TC-C35LS,TC-C38JS"
2181,R-91004804,21-Aug-2019,"NapinoAuto&ElectronicsLtd.PLOTNO.441,SECTOR-08,IMTMANESAR,GURUGRAM,HARYANA,India-122050",IS13252(Part1):2010/IEC60950-1:2005,CCTVCamera,Operative,20-Aug-2021,-,Qubo,HCI01A
2182,R-41109703,20-Nov-2018,"BeijingVisualWorldTechnologyCo.,Ltd.15THFLOORAND17THFLOOR1701-10A,BUILDING3,NO.10,JIUXIANQIAOROADJIA,CHAOYANGDISTRICT,BEIJING,CHINA-518112",IS13252(Part1):2010/IEC60950-1:2005,CCTVCamera,Operative,19-Nov-2020,-,+360,"D606,D603(followingmodelsincludedon21Dec2018)D600,D706(followingmodelsincludedon13May2019)D801,D811,D821,D901,D911,D921,D931,D951,D961,D971(followingmodelsincludedon19Sep2019)D806"
2183,R-41148890,07-Jan-2020,"ShenzhenZhongxiSecurityCo.,LtdRoomNo.1807,AngelBuilding,No.52,Bagua4thRoad,YuanlingStreet,FutianDistrict,Shenzhen,GUANGDONG,China-518029",IS13252(Part1):2010/IEC60950-1:2005,CCTVCamera,Operative,06-Jan-2022,-,Qubo,HCM01(followingmodelsincludedon10July2020)HCB01
2184,R-41150231,20-Jan-2020,"TiandyTechnologiesCo.,Ltd.HUAYUANINDUSTRIALPARK(OUTSIDERING)NO.8RD2HAITAIHUAKE,TAINJIN,China-300384",IS13252(Part1):2010/IEC60950-1:2005,CCTVCamera,Operative,19-Jan-2022,-,HYUNDAI,"HYI-MGSPT2Z20,HYI-MGSPT2Z33,HYI-MGSPT2Z4,HYI-MGSPT2Z44-TS,HYI-MGSPT2Z44-TS180/360,HYI-MGSPT5Z30,HYI-MGZ20D3,HYI-MGZ20SD3,HYI-MGZ20SVFM-TS,HYI-MGZ50SD3,HYI-MGZ50SVFM"
2185,R-41086932,19-Apr-2018,"GuangzhouLongseTechnologyCo.,Ltd.2#,4#FACTORYNO.728KAICHUANGAVE.,ECONOMIC&TECHNOLOGICALDEVELOPMENTZONE,GUANGZHOU,GUANGDONG,China-510530",IS13252(Part1):2010/IEC60950-1:2005,CCTVCamera,Operative,18-Apr-2022,-,Honeywell,"HADC-2005PI,HABC-2305PIV,HABC-2005PI,HADC-2305PIV(followingmodelsincludedon03Jul2018)HDPTZ218,HDPTZ233(followingmodelsincludedon01Apr2019)HADC-2005PI-L,HABC-2005PI-L(followingmodelsincludedon12Apr2019)HIB2PI-W,HADC-5005PI,HADC-5005PIV,HABC-5005PI,HIE2PI-W,HABC-5005PIV"
2186,R-41087718,27-Apr-2018,"Pelco,Inc2711CENTERVILLEROAD,SUITE400,WILMINGTON,DELAWARE19808,COUNTRYOFNEWCASTLE,DELAWARE,UnitedStates-19808",IS13252(Part1):2010/IEC60950-1:2005,CCTVCamera,Operative,26-Apr-2022,-,PELCO,"IXE12,IXE22,IXE32,IXV12,IXV22,IXV52,C20-DN-6X,C20-DW-6X,C20-CH-6X,C20-DN-6XC,IME129-1ES,IME122-1ES,IME229-1ES,IME222-1ES,IME329-1ES,IME322-1ES,IME129-1RS,IME229-1RS,IME222-1RS,IME329-1RS,IBE129-1I,IBE229-1I,IBE222-1I,IBE329-1I,IBE322-1I,IBE129-1R,IBE229-1R,IBE222-1R,IBE329-1R,IBE322-1R,IBP121-1I,IBP122-1I,IBP124-1I,IBP221-1I,IBP222-1I,IBP224-1I,IBP321-1I,IBP322-1I,IBP324-1I,IBP521-1I,EVO-05NID,EVO-05NCD,EVO-05NJD,EVO-12NCD,EVO-12NID,EVO-12NJD,EVO-12NSD,IMM12036-1I,IMM12036-1S,IMM12036-B1I,IMP121-1IS,IMP221-1IS,IMP321-1IS,IMP521-1IS,IMP121A-1IS,IMP221A-1IS,IMP321A-1IS,IMP521A-1IS,IMV121-1S,IMV221-1S,IMP121-1ES,IMP221-1ES,IMP321-1ES,IMP521-1ES,IMP121-1RS,IMP221-1RS,IMP321-1RS,IMP521-1RS,IMV221-1ES,IMV521-1ES,EVO-05NMD,EVO-05NND,EVO-05NRD,EVO-05NSD,EVO-12NMD,EVO-12NND,EVO-12NRD,IMM12036-1EI,IMM12036-1ES,IMM12036-1EP,IME129-1IS,IME229-1IS,IME222-1IS,IME329-1IS,IME129-1IS/US,IME229-1IS/US,IME329-1IS/US,IME322-1IS,IMV521-1RS,IMV521-1ERS,IWP121-1ES,IWP221-1ES,IBV222-1R,IBV222-1ER,IBV121-1R,IBV221-1R,IBV221-1ER,IBV521-1R,IBV521-1ER,IBV122-1R(followingmodelsincludedon14May2018)C20-CH-6XC,C20-DW-6XC,P1220-ESR0,P1220-ESR1,P1220-FWH0,P1220-FWH1,P1220-PWH1,P1220-PWHO,P1220-YSR1,P1220-YSRO,S6220-FWL0,S6220-FWL0US,S6220-FWL1,S6220-FWL1US,S6220-PBL0,S6220-PBL0US,S6220-PBL1,S6220-PGL1,S6220-PGLO,S6220-PNL1US,S6220-EGL0,S6220-EGL0US,S6220-EGL1,S6220-EGL1US,S6220-ESGL0,S6220-ESGL0US,S6220-ESGL1,S6220-ESGL1US,S6220-YBL0,S6220-YBL1,IBP121-1R,IBP122-1R,IBP124-1R,IBP221-1R,IBP222-1R,IBP224-1R,IBP321-1R,IBP322-1R,IBP324-1R,IBP521-1R,IJP121-1IS,IJP221-1IS,IJV122-1RS,IJV122-1S,IJV222-1RS,IJV222-1S,IJV223-1RS,IJV226-1RS,IJV228-1RS,IMV521-1RS,EVO-05-LBK,EVO-05LID,EVO-05LJD,EVO-05LMD,EVO05LND,EVO-05LRD,EVO-05LSD,EVO-05-LWK,IMM12036-1P,IMM12036-B1S,IMM12018-1EI,IMM12018-1EIUS,IMM12018-1EP,IMM12018-1EPUS,IMM12018-1ES,IMM12018-1ESUS,IMM12027-1EIUS,IMM12027-1EPUS,IMM12027-1ESUS,IMM12036-1EIUS,IMM12018-1I,IMM12018-1IUS,IMM12018-1P,IMM12018-1PUS,IMM12018-1S,IMM12018-1SUS,IMM12018-B1I,IMM12018-B1IUS,IMM12018-B1P,IMM12018-B1S,IME129-1ES/US,IME129-1RS/US,IME229-1ES/US,IME229-1RS/US,IME322-1RS,IME329-1ES/US,IME329-1RS/US,IMV121-1RS,IMV221-1ERS,IMV221-1RS(followingmodelsincludedon07Jun2018)S6220-PBL1US,S6220-PGL0US,S6230-FWL0,S6230-FWL0US,S6230-FWL1,S6230-FWL1US,S6230-PBL0US,S6230-PBL1US,S6230-PGL0US,S6230-PGL1US,S6220-YBL0US,S6220-YBL1US,S6230-EGL0,S6230-EGL0US,S6230-EGL1,S6230-EGL1US,S6230-ESGL0US,S6230-ESGL1US,S6230-YBL0,S6230-YBL0US(followingmodelsincludedon08Jun2018)S6230-ESGL0,S6230-ESGL1,S6230-YBL1,S6230-YBL1US,SD429-F-E1-X,SD429-PGE0-X,SD429-PG-E1-X,SD436-F-E1-X,SD436-PG-E0-X,SD436-PG-E1-X,IMM12027-1EI,IMM12027-1EP,IMM12027-1ES,IMM12036-1EPUS,IMM12036-1ESUS,IMM12027-1I,IMM12027-1P,IMM12027-1S,IMM12027-B1I,IMM12027-B1P,IMM12027-B1S,IMM12036-1SUS,IMM12036B1IUS,IMM12036-B1PUS,IMM12036-B1SUS,S6230-PBL0,S6230-PBL1,S6230-PGL0,S6230-PGL1,SD429-F1-X,SD429-PG-0-X,SD429-PG-1-X,SD436-F1-X,SD436-PG-0-X,SD436-PG-1-X,IMM12018-B1PUS,IMM12018-B1SUS,IMM12027-1IUS,IMM12027-1PUS,IMM12027-1SUS,IMM12027-B1IUS,IMM12027-B1PUS,IMM12027-B1SUS,IMM12036-1IUS,IMM12036-1PUS(followingmodelsincludedon11Jun2018)EVO-05-PSK,EVO-05-SSK,EVO-12-PSK,EVO-12-SSK,EXF1230-4N,EXF1230-7N,EXP1230-4N,EXP1230-7M,EXP1230-7N,IMM12036-B1P(followingmodelsincludedon03Jul2018)ES6230-02,ES6230-02US,ES6230-05,ES6230-05US,ES6230-12,ES6230-12PR2US,ES6230-12PUS,ES6230-12-R2US,ES6230-15,ES6230-15-R2,ES6230-12P,ES6230-12P-R2,ES6230-12-R2,ES6230-12US,ES6230-15P,ES6230-15P-R2,ES6230-15P-R2US,ES6230-15PUS,ES6230-15-R2US,ES6230-15US(followingmodelsincludedon16Oct2018)IBD129-1,IBD329-1,P2230-ESR(followingmodelsincludedon13Mar2019)IMP831-1ERS,IBP831-1ER,P2820-ESR,P2230L-ESR,IMP831-1IS(followingmodelsincludedon10May2019)EVO-180-WID-P,EVO-180-WED-P,EVO-180-WJD-P"
2187,R-41148881,07-Jan-2020,"ShenzhenEalinkTechnologyCo.,Ltd5F,A1BUILDING,HENGLIINDUSTRIALPARK,NO168,XIAKENGROAD,TONGLECOMMUNITY,LONGGANGDISTRICT,SHENZHEN,CHINA-518116",IS13252(Part1):2010/IEC60950-1:2005,CCTVCamera,Operative,06-Jan-2022,-,EUROVIGIL,EurovigilISEE700Camera
2188,R-41144975,28-Nov-2019,"MAINTEKCOMPUTER(SUZHOU)CO.LTD.(PEGATRON)ENGROAD,NEWDISTRICTSUZHOU,JIANGSUCHINA215011",IS13252(Part1):2010/IEC60950-1:2005,CCTVCamera,Operative,27-Nov-2021,-,UBIQUITI,UVC-G3-FLEX
2189,R-41144983,28-Nov-2019,"NanningFuguiPrecisionIndustrialCo.,Ltd.BFACTORY,NO.51,TONGLEROAD,FOXCONNNANNINGINDUSTRIALPARK,NANNING,GUANGXI,CHINA-530033",IS13252(Part1):2010/IEC60950-1:2005,CCTVCamera,Operative,27-Nov-2021,-,UBIQUITI,"UVC-G3-AF,UVC-G3-BULLET,UVC-G3-DOME,UVC-G3-PRO"
2190,R-41149047,07-Jan-2020,"FUNINGPRECISIONCOMPONENTCO.,LTDLOTB,QUEVOINDUSTRIALZONE,VANDUONGWARD,BACNINHCITY,BACNINHPROVINCE,VIETNAM-16800",IS13252(Part1):2010/IEC60950-1:2005,CCTVCamera,Operative,06-Jan-2022,-,UBIQUITI,"UVC-G3-PRO,UVC-G3-AF,UVC-G3-BULLET,UVC-G3-FLEX,UVC-G3-DOME"
